id,X4,X11,X18,X26,X50,X3112
154220505,1.1390157334278537,143.45277564712032,19705.463678942222,3504.6514523016426,15.132719354121017,400453.3555235962
195736552,1.0898439626274181,151.3014008087996,19700.55297021169,3475.9159724995825,15.054292363099766,398982.6915661768
182701773,0.8672237757276064,146.91353397387172,19699.493109987317,3463.177296553611,15.361185447946527,398286.33648894745
27688500,0.9429496633977678,141.68435190927462,19699.103787898555,3465.573652169997,16.090314972905603,397864.56380688085
195825045,0.9081159441593813,150.0994031653603,19699.536368472138,3463.5955884171694,15.093011625459662,398609.1959476013
90218281,1.1195603163358816,140.39842381518727,19700.639491931062,3465.7144420563845,16.307443889024114,398031.9081866551
184784126,1.0245101698151156,147.75999105984886,19699.449851597492,3460.1309945670614,15.099334974988167,397877.2323289354
196505896,1.0126932701815647,143.75439963674143,19700.985582608453,3461.191099960991,15.156418552575255,398198.4485411359
190205411,0.9655130206441223,148.44979403671405,19699.449851597492,3461.9759390923264,14.955165271876629,397985.5865109758
193155678,1.060587058605394,151.01229180290815,19699.255190018786,3460.370344819801,14.887229805245521,397734.40718836844
196236454,1.1454894683666623,148.49144424724352,19701.28841693862,3466.028386046786,14.916193662873102,398315.6367820277
88250214,1.0695412296777356,141.52211436831206,19709.748027895963,3481.261144210596,15.640545461965463,398011.80566526635
191944528,0.9029348834352832,149.12636106564185,19699.55799775017,3460.7502998542295,14.711481895945825,398116.69955665566
195493725,1.0307320097538768,152.6567663589194,19700.834167188983,3473.0186171648406,14.801573111671638,400350.0438131234
70134978,1.1084865422931118,143.8939946708257,19700.16362717686,3473.5830209178484,16.053372645164032,398229.49132205354
133890184,1.1001781551552952,145.52069711435342,19699.493109987317,3464.308702369865,15.868121685785031,398142.49020460394
68444641,1.0808610536402061,148.77817742067825,19700.55297021169,3490.47545374873,15.307136877926046,399331.5447559045
192180569,1.1722930780354863,138.96585260357097,19701.74267716207,3467.651834934402,15.549188565473862,398094.8443831694
196586748,0.9344637925355577,148.96247108666313,19699.94732881568,3462.5252422859157,14.848561577498488,398200.63457326044
195485068,1.0852708749091715,148.96901341258734,19705.593494014392,3487.158176227054,14.927965435920633,402340.06058459
195545760,0.9201520127909033,147.1964121632989,19700.098737419143,3466.163485848582,14.948221163075088,399281.12626756245
189067868,1.0379327656902742,150.62894022817562,19701.591255923813,3479.5491843042687,14.869750330948234,400643.34277711425
131023803,1.0499635986777442,143.72441386524204,19700.963951762995,3470.5580498676054,15.325080023572482,398361.99687236856
194368572,1.019444121088611,148.26776255449136,19699.687773917067,3466.804806022992,15.5719755035466,398287.211093352
189725896,0.9142167792422822,148.94497177705708,19699.12541670163,3459.7112218063676,14.85857505514064,397916.98789637693
173252815,0.8556465547275903,150.7325063686746,19699.94732881568,3463.1012489150608,14.601620417962215,398433.2969737975
195533521,1.0715397865376055,157.91343990416144,19700.27177724803,3466.2719500636244,14.609666673986784,399599.08842357685
195745232,1.1122768650635333,152.8076066915142,19699.622885726752,3469.030364696649,14.838799231822168,398992.329140973
167228481,0.948730244470535,149.3681471199942,19699.666144496547,3459.392152602242,14.580285446595267,398209.81603923417
95065732,1.0046807149442822,137.73680568982385,19707.86539621661,3477.4275995397957,16.092678039740214,397907.8131820992
195765481,0.9292423413013672,150.25926460726527,19699.536368472138,3462.0918747249248,14.93205127252389,398020.545767204
196106550,0.940190602467799,150.52445362593048,19699.190303253345,3460.9915929580525,14.835854676276742,398123.25634266663
164667216,1.114960982546884,145.17200578586665,19699.990588297926,3468.6780639527333,15.490846805603386,398151.2331762961
196427019,1.0817746082526947,140.16407796614254,19703.278586917277,3472.120717816815,16.260189859551147,397868.4953740063
106805402,1.0856680888244046,149.21840825118008,19704.792981359467,3488.4601954881286,15.027035981303985,401828.8362048707
195791417,1.159299935624699,138.08006941700836,19699.817550938904,3469.2455714023645,15.552863824821019,397946.2610179953
139349381,1.0013332126864716,144.84625417396677,19699.75266232112,3463.8522925281663,15.786923359476472,397867.6216890654
193429351,1.1151127051731442,147.7048416977822,19703.430021123913,3505.9715513334927,15.23083665853311,400336.85700271244
194639882,0.9968622848619153,153.26337840831698,19699.38496419086,3465.5869698872957,14.983405817047332,398394.8020826069
153077808,0.8858552775237756,149.44089881908135,19699.731032829353,3466.353776191157,15.072117018326821,398189.7045326451
175180283,0.9014392023899613,148.6375976264962,19699.428222438197,3461.977839645166,15.117520029140335,398242.17146387196
129383924,0.9732951925411122,146.2449188202308,19700.834167188983,3467.7051380555213,14.867685189409542,398463.92056610255
194749428,0.9242667212184786,150.69229572366723,19699.904069428427,3464.4646561824793,14.721524157301888,398312.13812625234
194821149,1.0185464082826474,152.142817079758,19699.03890163181,3460.083506405885,14.757086590637792,397871.9901329552
195656804,1.147865473360582,142.5849590419174,19701.612887458028,3480.5598266685242,15.237037906486995,398361.55948781467
187922795,1.1912129818955475,144.28198626603475,19704.252112840175,3543.630982592855,15.702562666377625,400000.3008698827
107367396,1.0708597706344054,149.41563265828964,19700.40155811714,3467.9640505846055,14.895278079438826,399054.97905187955
194295516,0.9837863163910444,150.47554178823006,19699.860810136168,3463.635518918243,14.94740466245612,399349.5215825248
194215752,0.9598073823799241,152.47359399878903,19699.51473921785,3464.9363640982706,14.739181367042105,398515.54852130095
195654943,0.9509523646213689,151.55470038814943,19699.36333510281,3462.5119363343642,14.81487281639873,398236.487212439
195782073,0.985625531051807,150.7018096192972,19699.817550938904,3462.5594578246996,14.781528273452725,398191.8905167668
194674247,0.9723717646477453,155.43124792944707,19699.536368472138,3462.715332891053,14.589096808798931,398918.7390137089
191473574,0.8398151193500969,146.9268422316266,19699.298447981153,3458.888918731793,14.798152564622482,397826.56066088146
192538170,1.1178630095582356,150.2920988920995,19700.855797891945,3472.385678826915,14.967846997977468,398964.7312525088
195641284,1.0832560415625037,148.901886447022,19705.377136035877,3484.3853471855828,14.724551105765096,400666.2176901658
196440360,1.1402401046566084,141.71064457776674,19703.92759885474,3475.0707404216987,15.134459885125437,398897.7157561641
189579961,0.9689033055357636,152.04888246547674,19699.622885726752,3464.255451456363,14.7718870391776,398153.85610524175
190802025,1.1404212780848597,142.32656902522527,19700.40155811714,3466.966582074973,15.361467955013888,397899.5124324132
154829076,0.9295882051668402,144.85993184026137,19699.622885726752,3460.7673988116803,14.916296021700148,398035.8414074228
194392430,0.9308493020867464,152.2948217026584,19699.36333510281,3461.483731035233,14.905376249167752,398121.07073533116
192947182,1.0195044320936388,149.14732055452734,19699.644515099775,3470.7142850089504,15.33708607983492,398401.8008770865
196310338,0.9202380728641203,151.3014008087996,19699.21193215141,3462.8959286321424,14.89376128684175,398137.2445137422
193286786,1.0273006862864333,142.088692799862,19700.185257143596,3467.373910505665,15.554524592734898,397977.2841388614
194510869,1.071852594310781,154.6112783099316,19700.46644887231,3469.54840698692,14.448739933783793,398459.1081314418
173826881,0.9158421839840484,151.4718554828571,19699.406593302654,3459.249720493972,14.7712261332375,398037.1524896491
194304021,0.9750479775451064,151.5136881618729,19699.428222438197,3465.859043028433,15.228131982416363,398347.56343564705
89161125,0.9043779967323043,151.67255789750678,19699.55799775017,3462.6526018377012,14.859733400914903,398204.569461327
195549456,1.0852272434053745,144.99765516429366,19699.666144496547,3464.9534837383276,15.303969162504568,397918.298587114
188245542,1.0885398478897867,145.88968663621856,19700.704383469958,3467.665160637868,15.019613239811573,398235.61271941976
195252178,0.9147061391066104,153.44404578746915,19699.493109987317,3462.601277275704,14.887193027792128,399060.6749861029
176787893,0.9563053946288976,150.15017102997774,19699.32007699796,3465.0257675955413,15.289642813141961,398418.42350674514
